"age.groups.tens","female.adj.pct","female.adj.ci","female.extrapolated.n","male.adj.pct","male.adj.ci","male.extrapolated.n","total.adj.pct","total.adj.ci","total.extrapolated.n"
"Near VI","0.0","0.0 - 0.0",0,"0.1","0.0 - 0.4",61,"0.1","0.0 - 0.2",61
