"age.groups.tens","female.n","female.pct","female.ci","male.n","male.pct","male.ci","total.n","total.pct","total.ci"
"Near VI",0,"0.0","0.0 - 0.0",2,"0.1","0.0 - 0.4",2,"0.0","0.0 - 0.1"
